Title,Min Compensation,Max Compensation,Referral Bonus,Referral Link,Number of Openings,Full Job Description
Member of Technical Staff (Robotics Lab),500000,1500000,1000,https://jobs.micro1.ai/post/7a730c83-2dbc-41f2-bace-26431a18031a?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Member of Technical Staff (Robotics Lab)

Job Type: Full-time

Location: Remote

About Us:

micro1 is the end-to-end human data infrastructure behind AGI. Our AI recruiter model is used by frontier AI labs and Fortune 10s to source, vet, and deploy PhDs and professors from the world’s top universities at scale. These experts are placed directly into the training loops of the most advanced AI systems, powering the breakthroughs that move models forward. Our data platform converts their expertise into high-signal training datasets, and our talent management tooling measures, routes, and improves performance at scale.

Job Summary:

Join us to help define the future of robotics data. As a Robotics Researcher, you’ll work at the forefront of R&D—shaping how embodied data is collected, structured, and used for robot learning and perception.

What You’ll Do:

- Define and standardize robotics data formats, schemas, and benchmarks.
- Design innovative data collection methods (human demos, teleop, sensors).
- Collaborate with cross-functional teams to align on model training data.
- Evaluate datasets for diversity, scalability, and impact.
- Prototype experiments and tools for efficient data gathering.
- Stay updated on leading labs (Tesla, Figure, 1X) and integrate best practices.

What You Bring:

- 2–5+ years in robotics R&D, data engineering, or applied research.
- Strong grasp of robotics data pipelines and multimodal schemas (RGB-D, IMU, pose, language).
- Experience in robot perception, control, or data-driven learning.
- Excellent communicator with cross-disciplinary collaboration skills.
- Degree in Robotics, CS, EE, or related field.

Bonus Points:

- Experience at top robotics or AI companies.
- Familiarity with embodied AI datasets or imitation learning pipelines.
- Hands-on sensor prototyping experience.

Regional Hiring Notes

This role is being hired in parallel across multiple regions due to coverage needs, compliance requirements, and time-zone alignment. Responsibilities and expectations are identical; employment terms vary by region."
Member of Technical Staff (Research Lab),500000,1500000,1000,https://jobs.micro1.ai/post/b9e082f0-4c45-4093-b8f9-602156d885df?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Member of Technical Staff (Research Lab)

Job Type: Full time

Location: Remote

About Us:

micro1 builds the human data and evaluation infrastructure that powers modern AI systems. Our platform is used by frontier AI labs and Fortune 10 companies to source, assess, and deploy elite human expertise directly into model training, evaluation, and feedback loops.

We combine applied AI, large-scale human data, and rigorous evaluation frameworks to improve model performance in production. From our AI recruiter and intelligence platform to internal data quality and research tooling, micro1 turns expert human judgment into high-signal datasets, measurable outcomes, and continuously improving AI systems.

The Role

We’re hiring a Member of Technical Staff (MTS) to operate as a technical owner inside our Research Labs. This is a hands-on role at the boundary of research, data design, and real-world deployment. You’ll be responsible for ensuring that experimental work produces clean, defensible research signal and that this signal translates into customer-relevant outcomes.

What You’ll Do

- Own research initiatives end-to-end: problem framing, data design, quality calibration, and signal validation.
- Design ML-oriented data systems, including task definitions, annotation schemas, rubrics, incentives, and pipelines optimized for downstream model performance.
- Work directly with domain experts and operations teams to calibrate early quality and continuously raise the signal bar.
- Convert operational failures, ambiguity, and edge cases into new research directions and data categories.
- Act as a quality gate: block claims, pause work, or force scope changes when signal strength or data integrity is insufficient.
- Partner with go-to-market and client-facing teams to translate research progress into clear, credible narratives grounded in evidence.
- Identify data gaps and recommend where to invest, iterate, or stop based on learnings and commercial relevance.

What We’re Looking For

- Strong judgment around research signal quality and when work is (or is not) ready to be externalized.
- Experience designing ML-oriented datasets, including annotation frameworks and QA processes.
- Ability to translate messy operational reality into structured research opportunities.
- Comfort operating in ambiguity, with a bias toward ownership and decisive action.
- Clear written and verbal communication, especially when explaining tradeoffs, limitations, and signal strength to technical and non-technical stakeholders.
- Proven ability to work directly with experts, especially during project kickoff, calibration, and iteration.

Nice to Have

- Experience with reinforcement learning environments, simulators, or feedback-driven training setups.
- Prior work embedded within an R&D or applied research lab shipping customer-facing outputs.
- Ownership of research efforts with direct sales, client, or deployment impact.
- Familiarity with expert incentive design and engagement in high-stakes technical projects."
Human Data Manager (Early Career) — US,3000.0,5000.0,750,https://jobs.micro1.ai/post/f32c275c-0683-4c0b-9312-405e9f267521?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Human Data Manager

Job Type: Full-time

Location: Remote

About Us:

micro1 builds the human data and evaluation infrastructure that powers modern AI systems. Our platform is used by frontier AI labs and Fortune 10 companies to source, assess, and deploy elite human expertise directly into model training, evaluation, and feedback loops.

We combine applied AI, large-scale human data, and rigorous evaluation frameworks to improve model performance in production. From our AI recruiter and intelligence platform to internal data quality and research tooling, micro1 turns expert human judgment into high-signal datasets, measurable outcomes, and continuously improving AI systems.

Job Summary

Join our team as a Human Data Manager and drive operational excellence at the intersection of data, technology, and business process optimization. This is a unique opportunity for ambitious recent graduates with a technical mindset and a hunger for rapid career growth, to make a tangible impact from day one.

Key Responsibilities

- Design, build, and manage robust data workflows for accurate annotation, collection, processing, and analysis.
- Establish and monitor KPIs to optimize operational performance and drive data-driven decision-making.
- Analyze datasets to uncover actionable insights and present recommendations that accelerate efficiency.
- Collaborate cross-functionally to align data strategies with overarching business objectives.
- Develop and maintain comprehensive reporting frameworks tracking key metrics and workflow improvements.
- Continuously refine processes to ensure scalability, maintain data integrity, and uphold quality standards.
- Demonstrate ownership and a proactive, hands-on approach to identifying and solving operational challenges.

Required Skills and Qualifications

- Recent Bachelor’s or Master’s graduate in Computer Science, Data Analytics, Industrial Engineering, Operations Management, Economics, Finance or other related fields.
- Technical aptitude with demonstrated experience in data analysis, annotation, or workflow optimization.
- Familiarity with operational processes and a passion for increasing efficiency.
- Ability to interpret and communicate data-driven insights clearly and persuasively, both in writing and verbally.
- Strong drive to learn, thrive under pressure, and a willingness to work hard in a fast-paced environment.
- Excellent collaboration skills and attention to detail in managing data quality and validation.

Preferred Qualifications

- Background in engineering or technical fields with operational focus or human data projects.
- Experience with data visualization tools (such as Excel, Tableau, Power BI) or programming languages (such as Python, SQL).
- Internship or project-based experience in data management, AI/ML, or process optimization.

Regional Hiring Notes:

This role is being hired in parallel across multiple regions due to coverage needs, compliance requirements, and time-zone alignment. Responsibilities and expectations are identical; employment terms vary by region."
Fullstack Developer — US,230000,280000,1500,https://jobs.micro1.ai/post/5f062c5e-e9f3-4f00-a257-a2f7d7821fc6?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Fullstack Developer

Job Type: Full-time

Location: Remote (Must overlap PST timezone at least 6-8 hours)

About Us:

micro1 is the end-to-end human data infrastructure behind AGI. Our AI recruiter model is used by frontier AI labs and Fortune 10s to source, vet, and deploy PhDs and professors from the world’s top universities at scale. These experts are placed directly into the training loops of the most advanced AI systems, powering the breakthroughs that move models forward. Our data platform converts their expertise into high-signal training datasets, and our talent management tooling measures, routes, and improves performance at scale.

Job Summary

This is a high-ownership fullstack role where you’ll contribute to — and grow into owning — core product surfaces end-to-end. You’ll primarily work on building and improving Zara, our AI Recruiter agent, shaping how it operates, scales, and delivers value to users.

What You’ll Own

- Contribute to the design and development of end-to-end fullstack systems powering core product workflows.
- Build clean, scalable backend services and APIs with clear contracts and ownership.
- Develop high-quality, performant frontend interfaces that ship directly to users.
- Participate in data modeling and database performance optimization (schema design, query tuning, maintainability).
- Collaborate closely with product and design to translate ambiguous requirements into shipped systems.
- Uphold engineering quality through code reviews, testing, and continuous improvement.
- Help debug and resolve production issues; contribute to improving reliability and observability.
- Learn to make pragmatic tradeoffs between speed and correctness in a fast-moving AI lab environment.

Preferred Background

- Experience building or contributing to production fullstack systems (internships, projects, or professional experience).
- Strong TypeScript fundamentals across frontend and/or backend.
- Familiarity with backend development using Node.js (NestJS is a plus).
- Experience building user interfaces with React or similar frameworks.
- Understanding of relational databases such as PostgreSQL and basic data modeling principles.
- Familiarity with RESTful APIs and how systems communicate at scale.
- Exposure to cloud platforms like AWS (or similar).
- Awareness of modern architectures (microservices, serverless, or event-driven systems).
- Curiosity, ownership mindset, and strong attention to detail.

Nice to Have

- Experience with CI/CD, infrastructure as code, or DevOps workflows.
- Experience building or contributing to production-grade systems.
- Exposure to AI-adjacent, data-heavy, or ML-powered products.
- Experience working in fast-paced, ambiguous environments (startup, lab, or similar).

Compensation & Benefits Notice

The annual base salary range for this full-time position is $130,000–$180,000 USD. micro1 seeks to engage exceptional talent regardless of location and offers generous compensation packages to all employees. All employees are eligible for equity compensation, and employees may also receive performance-based bonuses, dependent on role and subject to company policies. micro1 provides a comprehensive benefits package, including up to 100% reimbursement for health-insurance premiums, paid time off, and additional benefits designed to support a high-performing, remote-first workforce.

Disclaimer

The information contained in this job posting, including but not limited to role responsibilities, qualifications, compensation, and benefits, is provided for informational purposes only and does not constitute a binding offer of employment. micro1 reserves the right to amend, modify, or withdraw any portion of this posting at its sole discretion and without prior notice. All employment decisions are made in accordance with applicable laws and regulations.

Regional Hiring Notes

This role is being hired in parallel across multiple regions due to coverage needs, compliance requirements, and time-zone alignment. Responsibilities and expectations are identical; employment terms vary by region."
Maltese Language Expert,45,95,100,https://jobs.micro1.ai/post/81f71703-9a0d-4ca4-8653-68fd7d0c4c87?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Maltese Language Expert

Job Type: Contractual

Location: Remote

Job Summary:

 We are seeking a passionate and detail-oriented Maltese Language Expert to join our customer's team. In this dynamic, remote role, you will leverage your linguistic expertise to support high-quality language solutions and bridge communication effectively. If you excel in both written and verbal communication and thrive in a collaborative, multicultural environment, we want to hear from you.

Key Responsibilities:

 • Translate, review, and proofread a variety of documents from and into Maltese with accuracy and cultural sensitivity.

 • Collaborate with cross-functional teams to ensure language consistency and clarity in all communications.

 • Provide comprehensive linguistic feedback and support on Maltese language projects.

 • Assist in developing language resources, glossaries, and style guides tailored to customer requirements.

 • Conduct language quality assessments and propose actionable improvements.

 • Stay current on industry trends, terminology, and best practices in Maltese language services.

 • Communicate complex linguistic concepts clearly to both technical and non-technical stakeholders.

Required Skills and Qualifications:

 • Native or near-native proficiency in Maltese and strong command of English.

 • Exceptional written and verbal communication skills with acute attention to detail.

 • Demonstrated experience in translation, localization, or linguistic quality review.

 • Ability to manage multiple projects and prioritize tasks in a part-time, remote setting.

 • Proficiency with standard language tools and digital collaboration platforms.

 • Strong interpersonal skills and a proactive, problem-solving approach.

 • Cultural awareness and the ability to adapt language for diverse audiences.

Preferred Qualifications:

 • Bachelor’s degree or higher in linguistics, translation, or a related field.

 • Experience working on customer-centric teams or with international clients.

 • Familiarity with CAT tools and language quality assurance processes."
Project Manager,120000,170000,300,https://jobs.micro1.ai/post/dc2b656b-e758-4bb0-b61e-1acccf55475e?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Project Manager

Job Type: Full time

Location: Remote

About Us:

micro1 is the end-to-end human data infrastructure behind AGI. Our AI recruiter model is used by frontier AI labs and Fortune 10s to source, vet, and deploy PhDs and professors from the world’s top universities at scale. These experts are placed directly into the training loops of the most advanced AI systems, powering the breakthroughs that move models forward. Our data platform converts their expertise into high-signal training datasets, and our talent management tooling measures, routes, and improves performance at scale.

Role Overview:

We’re looking for a Project Manager who is highly organized, proactive, and eager to learn how world-class product and engineering teams operate. You’ll work closely with Product Managers, Engineers, Designers, and Ops teams to help plan, track, and deliver projects on time. This role is perfect for someone early in their career who wants hands-on exposure to real product development in a high-growth startup environment.

Key Responsibilities:

- Assist in planning and tracking projects across product and engineering teams.
- Break down requirements into tasks and help maintain sprint boards and backlogs.
- Follow up with team members to ensure deadlines and deliverables are met.
- Document project updates, decisions, and action items.
- Identify blockers early and escalate them with clarity.
- Coordinate meetings, stand-ups, and sprint rituals.
- Help ensure alignment between product, design, and engineering.
- Maintain project dashboards and reporting for leadership.

What We’re Looking For:

- Experience in project coordination, operations, or a related role.
- Strong organizational and time-management skills.
- Clear written and verbal communication in English.
- Ability to manage multiple tasks without losing attention to detail.
- Comfort working in fast-paced, ambiguous environments.
- A proactive mindset—you don’t wait to be told what’s broken.
- Understanding of both Agile and Waterfall project management methodologies.
- Experience working with tools like Jira, Linear, Notion, monday, or Slack.

Nice to Have:

- Prior experience in a product, engineering, or startup environment.
- Basic understanding of the software development lifecycle.
- Interest in AI, SaaS, or tech products."
Senior UI/UX Designer,70000,120000,1000,https://jobs.micro1.ai/post/e241a14e-812e-49c0-8ab3-2acecaf9ccf1?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,1,"Job Title: Senior UI/UX Designer

Job Type: Full-time

Location: Remote

Timezone Requirement: Must have at least 4 hours overlap with PST

About Us:

micro1 is the end-to-end human data infrastructure behind AGI. Our AI recruiter model is used by frontier AI labs and Fortune 10s to source, vet, and deploy PhDs and professors from the world’s top universities at scale. These experts are placed directly into the training loops of the most advanced AI systems, powering the breakthroughs that move models forward. Our data platform converts their expertise into high-signal training datasets, and our talent management tooling measures, routes, and improves performance at scale.

Role Overview:

We’re looking for a Senior UI/UX Designer who is obsessed with clarity, usability, and beautiful interfaces. You’ll own the end-to-end design of key product surfaces—from discovery and flows to high-fidelity UI—working closely with Product Managers and Engineers to ship world-class experiences.

This role is ideal for someone who can think strategically, execute with precision, and raise the design bar across the entire organization.

Key Responsibilities:

- Own product design from concept to execution across web platforms.
- Translate complex workflows into simple, intuitive user experiences.
- Create user flows, wireframes, and high-fidelity designs in Figma.
- Maintain and evolve our design system for consistency and scalability.
- Collaborate closely with product and engineering teams to ship pixel-perfect UI.
- Conduct usability testing and incorporate feedback into iterations.
- Advocate for the user in product and roadmap discussions.
- Ensure designs are accessible, performant, and aligned with brand identity.

What We’re Looking For:

- 4+ years of experience in UI/UX or Product Design for web products.
- Deep expertise in Figma (components, auto-layout, prototyping, design systems).
- Strong portfolio demonstrating end-to-end product thinking.
- Excellent understanding of UX principles, interaction design, and visual hierarchy.
- Experience designing complex SaaS or B2B products.
- Ability to collaborate cross-functionally with PMs and Engineers.
- High attention to detail and passion for pixel-perfect execution.
- Comfort working in fast-paced, ambiguous startup environments.

Nice to Have:

- Experience building or scaling a design system.
- Familiarity with frontend constraints (React, CSS, responsive layouts).
- Experience working in AI or developer-focused products.

Why Join micro1:

- Own design for a high-impact, fast-scaling product.
- Work directly with founders and core product leadership.
- See your designs shipped quickly to real users.
- High autonomy, high ownership, high growth.
- Remote-first culture with a world-class global team"
Investment Banking Modeling Analyst,100,200,3000,https://jobs.micro1.ai/post/8d3ae4eb-0be6-4d96-af37-4c17fb8a5155?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,200,"Job Title: Investment Banking Modeling Analyst

Job Type: Part-time or Full-time, Project-based

Location: Remote (Eligible in US, UK, Canada)

Job Summary:

Join our customer's team as an Investment Banking Modeling Analyst, contributing your deep transaction experience to help shape the future of finance and AI. In this high-impact, flexible role, you will transform real-world investment banking workflows into structured deliverables that power advanced financial decision systems for leading enterprises.

Key Responsibilities:

- Convert complex investment banking and M&A processes into structured, knowledge-rich outputs
- Build, review, and annotate high-quality financial models (LBO, M&A, 3-statement, valuation)
- Create and refine investor-grade documents including IC memos, CIM sections, and diligence reports
- Assess and enhance AI-generated financial materials for deal accuracy and clarity
- Curate and structure datasets to train finance-focused AI engines
- Collaborate directly with product and engineering teams to capture authentic deal dynamics
- Uphold exceptional standards for written and verbal communication throughout all deliverables

Required Skills and Qualifications:

- 2–7+ years of experience in Investment Banking, Private Equity, Venture Capital, Transaction Advisory, Corporate Development, or related fields
- Robust transaction exposure, including live deal execution, diligence, and advanced financial modeling
- Expertise in valuation methodologies: DCF, comparables, precedent transactions, and LBO
- Proven ability to produce clean, investor-ready work products
- Outstanding written and verbal communication skills, with special attention to detail and clarity
- Highly organized and skilled in working independently in remote, asynchronous environments
- Authorized to work in the US, UK, or Canada

Preferred Qualifications:

- Experience with Infrastructure, Project Finance, Credit, Distressed, or Special Situations transactions
- Background in evaluating or developing tools at the intersection of finance and technology
- Track record of collaborating with cross-functional teams on innovative projects

Why This Is Unique:

Work alongside top-tier finance professionals in a highly selective environment, enjoy flexible hours that fit around your core commitments, and engage at the ground-floor of Finance × AI innovation, helping redefine how deal teams operate in the digital age. If you thrive in fast-paced, intellectually rigorous settings and are passionate about both finance and technology, we’d love to connect."
Private Equity Associate,100,200,3000,https://jobs.micro1.ai/post/5a3e5e09-0ccb-4a33-92d5-090b27027276?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,100,"Job Title: Private Equity Associate Ai trainer

Job Type: Private Equity / Investment Banking / AI Training

Location: Remote

Job Summary

Join our customer's team as a Private Equity Associate Ai trainer and play a pivotal role in shaping the next generation of AI-driven investment solutions. You will leverage your expertise in private equity and investment banking to train and enhance AI models focused on financial analysis, due diligence, and portfolio management. This is a unique opportunity to blend traditional finance skills with cutting-edge technology, all within a collaborative and innovative remote environment.

Key Responsibilities

- Develop and review financial models to support AI training initiatives, ensuring accuracy and industry relevance.
- Translate market research and due diligence into AI datasets and learning modules.
- Collaborate closely with stakeholders to understand and translate finance concepts into actionable AI training data
- Actively contribute ideas to enhance the efficiency and effectiveness of AI-powered private equity solutions.

Required Skills and Qualifications

- Minimum 2 years of experience in private equity and/or investment banking with a strong track record in financial modeling.
- Demonstrated expertise in market research, due diligence, and investment analysis.
- Exceptional written and verbal communication skills, with an emphasis on clarity and detail.
- Proven stakeholder management experience and ability to articulate complex concepts to diverse audiences.
- Excellent problem-solving abilities and attention to detail in all aspects of work.

Preferred Qualifications

- Prior experience working with or training AI/ML systems in a finance context.
- Advanced proficiency in Excel
- Exposure to AI initiatives in Private Equity or Investment Banking settings
-"
Psychology Ph.D/Psy.D (AI + Mental Health Research),100,200,300,https://jobs.micro1.ai/post/3a97eced-744b-4728-9162-ee3229137f38?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: Psychology Ph.D/Psy.D (AI + Mental Health Research)

Job Type: Full-time or Part-time (Contract) 

Location: Remote

Job Summary

Join our customer's team at the forefront of digital mental health innovation, where your expertise in psychology and artificial intelligence will shape the future of care and research. We are seeking a driven and insightful psychologist with a proven track record of published research on AI applications in mental health. Collaborate with a dynamic, multidisciplinary group to drive breakthroughs that impact millions.

Key Responsibilities

- Design, conduct, and publish high-impact research on the intersection of artificial intelligence and mental health interventions.
- Collaborate with data scientists, engineers, and clinicians to develop and evaluate AI-driven tools and methodologies that advance mental health outcomes.
- Translate complex research findings into actionable insights for both technical and non-technical stakeholders.
- Lead literature reviews, systematic analyses, and white papers to inform ongoing research directions.
- Communicate research progress and results through presentations, internal reports, and peer-reviewed publications.
- Advocate for ethical practices in AI-based mental health applications, ensuring privacy, inclusivity, and clinical integrity.
- Provide expert consultation to cross-functional teams on psychological theory, assessment, and evidence-based interventions.

Required Skills and Qualifications

- Doctoral degree (Ph.D or Psy.D) in Psychology from an accredited institution.
- Peer-reviewed publications specifically focused on AI and mental health.
- Exceptional written and verbal communication skills, with the ability to convey complex topics to diverse audiences.
- Demonstrated experience in research design, data analysis, and scientific writing.
- Deep understanding of psychological theories, mental health disorders, and clinical best practices.
- Comfort working in remote, collaborative, and fast-paced environments.
- Commitment to advancing ethical standards in digital and technology-driven mental health research."
U.S. Individual Tax Expert,8000.0,10000.0,100,https://jobs.micro1.ai/post/ddca4d46-99ca-4f2b-afa5-81907f2b8b6e?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,20,"Job Title: U.S. Tax Expert 

Job Type: Contract ( Part-Time)

Location: Remote

Job Summary:

Join our customer’s team as a U.S. Tax Expert (CPA/EA) – Prompt & Scenario Development, where your advanced tax expertise powers the creation of realistic, high-impact prompts and scenarios for AI-driven tax assessment tools. You will merge deep knowledge of U.S. individual taxation with technology, ensuring authentic, challenging, and up-to-date training simulations that shape the future of tax professional development.

Key Responsibilities:

- Develop, review, and refine prompts and rubrics that mirror real-world U.S. individual tax preparation scenarios.
- Create accurate, diverse test cases that address multi-state, complex, and unique taxpayer situations.
- Collaborate with cross-functional teams to guarantee authenticity, clarity, and accuracy in scenario development.
- Continuously analyze and update scenarios based on changes in IRS guidelines, federal, and state/local tax regulations.
- Contribute expert insights to enhance AI-driven assessment methodologies for tax professionals.
- Deliver detailed, constructive written and verbal feedback to elevate assessment quality and content standards.
- Maintain meticulous attention to detail, ensuring all content aligns with the latest tax code requirements and industry best practices.

Required Skills and Qualifications:

- Active Certified Public Accountant (CPA) and/or Enrolled Agent (EA) license (U.S.).
- 3+ years of hands-on experience preparing U.S. individual tax returns.
- Expertise in Form 1040, associated schedules, and supporting documents (W-2, 1099, K-1, etc.).
- Proficiency with state and local tax returns, including unique jurisdictional rules and credits.
- Exceptional analytical skills and rigorous attention to detail in tax problem-solving.
- Outstanding written and verbal communication skills, with a passion for clarity and effective knowledge transfer.
- Demonstrated adaptability in interpreting and applying tax law to diverse, unfamiliar, or complex scenarios.

Preferred Qualifications:

- Experience developing educational content or assessments in a tax context.
- Background leveraging technology or AI tools within the tax or accounting sectors.
- Exposure to high-volume, complex, or non-resident/multi-state tax filings."
Insurance Claims Expert,35,55,100,https://jobs.micro1.ai/post/64e6735d-3047-4e8e-be5d-47d19a3c5675?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,20,"Job Title: Claim Specialist

Job Type: Contract

Location: Remote

Job Summary:

Join our team as a Claim Specialist and play a pivotal role in evaluating and resolving complex commercial property claims. You'll leverage your strong analytical, communication, and documentation skills to interpret policy language, assess financial losses, and deliver clear, defensible coverage analyses. This is a unique opportunity to collaborate with industry experts, shape best practices, and make a tangible impact within a dynamic remote environment.

Key Responsibilities:

- Interpret and apply commercial property policy language, including building, BPP, stock, conditions, exclusions, and endorsements.
- Analyze time-element coverages such as Business Interruption, Extra Expense, civil authority, ingress/egress, dependent property, and service interruption.
- Evaluate claims using comprehensive financial-loss methodologies, considering trends, continuing vs. saved expenses, sublimits, deductibles, and offsets.
- Draft and refine claim scenarios and grading rubrics with precise, defensible coverage reasoning grounded in actual policy text.
- Prepare thorough claim documentation, loss measurements, and professional reports to ensure clarity and compliance.
- Collaborate closely with prompt engineering and evaluation teams to enhance model performance, accuracy, and consistency.
- Maintain up-to-date knowledge of industry practices, regulatory requirements, and policy wordings relevant to commercial property claims.

Required Skills and Qualifications:

- Professional experience in commercial property claims, time-element (BI/EE) adjusting, coverage analysis, consulting, forensic accounting, or coverage law.
- Advanced knowledge of coverage interpretation, especially in commercial property insurance policies.
- Proven ability to write clear, structured coverage analyses and claim documentation grounded in policy language.
- Strong financial acumen with comfort analyzing financial statements and claim-related documentation.
- Exceptional written and verbal communication skills, with a keen attention to clarity and detail.
- Demonstrated ability to work independently in a remote environment while collaborating with cross-functional teams.
- Skilled in balancing multiple priorities and managing complex claim scenarios effectively.

Preferred Qualifications:

- Relevant professional certifications (e.g., CPCU, AIC, CPA, or equivalent).
- Experience working directly with BI/EE, dependent property, or service interruption claims.
- Background in developing or evaluating claim scenarios or training materials for coverage analyses."
Pharma/Biotech Expert - Drug Discovery,40,100,300,https://jobs.micro1.ai/post/e4bc213c-69c1-41bf-96e0-c09a889fa029?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: Pharma/Biotech Expert - Drug Discovery

Job Type: Part-time

Location: Remote

Job Summary

Join our customer's team as a Pharma/Biotech Expert - Drug Discovery and play a pivotal role in advancing transformative therapeutics. As a scientific thought partner, you will critically analyze early-stage discovery programs, evaluate experimental designs, and interpret complex preclinical datasets. This position offers the opportunity to leverage your deep domain expertise in medicinal chemistry, structural biology, or biologics engineering while shaping the future of innovative drug discovery strategies.

Key Responsibilities

- Critically assess target validation approaches, assay design parameters, and high-throughput screening data quality.
- Interpret structure–activity relationship (SAR) trends and provide guidance on hit-to-lead and lead optimization strategies.
- Evaluate mechanistic hypotheses, protein–ligand interactions, and assess potency/selectivity trade-offs.
- Analyze developability risks, including drugability, liability assessment, and safety considerations.
- Review preclinical pharmacology, ADME profiles, and suggest key follow-up experiments to address data gaps.
- Summarize scientific findings and deliver structured, evidence-based evaluations for AI training and cross-functional review.
- Communicate scientific insights with clarity, demonstrating strong written and verbal skills to support effective collaboration.

Required Skills and Qualifications

- PhD in Medicinal Chemistry, Biochemistry, Molecular Biology, Chemical Biology, or a related discipline; OR MS/BS with 8+ years of relevant pharma/biotech discovery experience.
- Minimum 3 years industry experience in drug discovery, lead optimization, biologics engineering, or assay development.
- Expertise in preclinical evaluation, mechanistic analysis, lead optimization, and target validation.
- Proficiency with small molecule or biologics discovery workflows and experimental design analysis.
- Strong ability to critically evaluate scientific literature, mechanism-of-action studies, and preclinical datasets.
- Exceptional written and verbal communication skills, with a commitment to collaborative problem solving.

Preferred Qualifications

- Background in structural biology, medicinal chemistry, or biologics engineering.
- Experience summarizing preclinical findings for AI-based applications or scientific review panels.
- Track record of providing actionable recommendations to multidisciplinary R&D teams."
Energy Engineer – AI Evaluation Specialist,30,40,100,https://jobs.micro1.ai/post/57543ab2-1660-4177-9764-9b7c834fc93d?referralCode=61d1e811-aef5-4ec1-b95e-4ddeef056fa9&utm_source=referral&utm_medium=share&utm_campaign=job_referral,10,"Job Title: Energy Engineer – AI Evaluation Specialist

Job Type: Part-time

Location: Remote

Job Summary:

Join our customer's team as an Energy Engineer – AI Evaluation Specialist, where your expertise in energy systems and AI model evaluation will drive accuracy and innovation in sustainable technology solutions. In this unique cross-disciplinary role, you’ll validate technical models, assess complex energy interactions, and ensure the feasibility of integrated systems using advanced data and evaluation techniques. This is a fantastic opportunity for analytical minds with strong communication skills who are passionate about both energy engineering and artificial intelligence.

Key Responsibilities:

- Translate property specifications into technical system design envelopes, covering aspects such as roofing, load analysis, interconnection, structural considerations, and code compliance.
- Produce and validate energy output and demand impact projections (e.g., annual kWh, load profiles, round-trip efficiency, HP COP/SCOP).
- Evaluate cross-system interdependencies, including PV to storage charging windows, heat pump load shifts, and EVSE demand spikes.
- Identify and flag constructibility and permitting constraints, proposing alternative configurations when needed.
- Assess technical sizing and feasibility of integrated energy solutions, leveraging AI evaluation tools and rubrics.
- Pressure-test efficiency assumptions and generation/production estimates for accuracy and reliability.
- Document findings and communicate technical insights effectively, both in writing and verbally, to inform decision-making processes.

Required Skills and Qualifications:

- Proven experience in energy engineering, system design validation, or renewable energy modeling.
- Demonstrated ability to evaluate and annotate AI models, with a strong focus on detailed, rubric-based assessments.
- Expertise in prompt creation, instruction tuning, CoT data generation, or related model evaluation tasks.
- Excellent written and verbal communication skills; a genuine commitment to clear, thoughtful communication is essential.
- Familiarity with structural and electrical constraints in energy systems (PV, storage, heat pump, EVSE).
- Strong analytical mindset and ability to synthesize complex technical data for actionable insights.
- Proficiency in using remote collaboration tools and working independently in a distributed team environment.

Preferred Qualifications:

- Prior experience as an RLHF annotator, AI trainer, or data annotator in technical domains.
- Background in managing or contributing to rubric-based evaluation projects.
- Experience in multi-technology energy system design or feasibility assessment projects."
